,CustomerID,ItemID,Sex,Age,Profession,CityType,YearsInCity,Married,ItemCategory1,ItemCategory2,ItemCategory3,Amount
332489,1003272,P00362342,M,36-45,0,B,1,1.0,5,,,8766
332490,1003272,P00224042,M,36-45,0,B,1,1.0,8,,,7795
332491,1003272,P00277942,M,36-45,0,B,1,1.0,1,,,15565
332492,1003272,P00000742,M,36-45,0,B,1,1.0,5,14.0,,7061
332493,1003272,P00053842,M,36-45,0,B,1,1.0,4,5.0,12.0,2077
332494,1003272,P00155642,M,36-45,0,B,1,1.0,8,,,9958
332495,1003272,P00344542,M,36-45,0,B,1,1.0,16,,,12479
332496,1003272,P00030942,M,36-45,0,B,1,1.0,4,5.0,9.0,3546
332497,1003272,P00242742,M,36-45,0,B,1,1.0,1,2.0,9.0,19269
332498,1003272,P00013142,M,36-45,0,B,1,1.0,5,,,6964
332499,1003272,P00127442,M,36-45,0,B,1,1.0,1,2.0,15.0,15399
332500,1003272,P00367142,M,36-45,0,B,1,1.0,11,,,6102
332501,1003272,P00105242,M,36-45,0,B,1,1.0,11,,,4441
332502,1003272,P00298742,M,36-45,0,B,1,1.0,14,,,11283
332503,1003272,P00248142,M,36-45,0,B,1,1.0,5,,,8775
332504,1003272,P00161542,M,36-45,0,B,1,1.0,2,15.0,16.0,13188
332505,1003272,P00263042,M,36-45,0,B,1,1.0,1,16.0,,11465
333081,1003348,P00233542,M,46-50,16,C,4+,1.0,1,15.0,,15387
333183,1003367,P00177342,M,51-55,16,A,1,0.0,8,,,9800
333184,1003367,P00106642,M,51-55,16,A,1,0.0,7,,,16360
333185,1003367,P00213842,M,51-55,16,A,1,0.0,7,,,12554
333186,1003367,P00272542,M,51-55,16,A,1,0.0,8,,,8086
333187,1003367,P00323942,M,51-55,16,A,1,0.0,8,15.0,,9818
333188,1003367,P00107542,M,51-55,16,A,1,0.0,8,,,9928
333189,1003367,P00088342,M,51-55,16,A,1,0.0,8,14.0,,7949
333190,1003367,P00148642,M,51-55,16,A,1,0.0,6,10.0,13.0,20012
333191,1003367,P00034142,M,51-55,16,A,1,0.0,8,13.0,16.0,8137
333192,1003367,P00126142,M,51-55,16,A,1,0.0,8,16.0,,10069
333193,1003367,P00093442,M,51-55,16,A,1,0.0,8,16.0,,7870
333194,1003367,P00225042,M,51-55,16,A,1,0.0,8,,,8112
333195,1003367,P00215742,M,51-55,16,A,1,0.0,5,16.0,,7130
333196,1003367,P00199442,M,51-55,16,A,1,0.0,5,9.0,,7162
333472,1003407,P00157542,F,46-50,5,C,1,1.0,8,14.0,,9896
333474,1003409,P00124642,M,26-35,4,C,4+,1.0,16,,,16930
333475,1003409,P00300042,M,26-35,4,C,4+,1.0,16,,,16525
333742,1003444,P00209842,M,51-55,14,C,1,1.0,5,8.0,,7192
333743,1003444,P00303242,M,51-55,14,C,1,1.0,5,8.0,,7143
333744,1003444,P00130842,M,51-55,14,C,1,1.0,5,14.0,,5376
333745,1003444,P00326842,M,51-55,14,C,1,1.0,5,8.0,,5259
334335,1003521,P00329342,M,26-35,0,B,3,0.0,5,,,6916
334336,1003521,P00355142,M,26-35,0,B,3,0.0,1,15.0,,15368
334337,1003521,P00028842,M,26-35,0,B,3,0.0,6,8.0,,12198
334338,1003521,P00170642,M,26-35,0,B,3,0.0,5,8.0,,6854
334339,1003521,P00145442,M,26-35,0,B,3,0.0,8,15.0,,6028
334340,1003521,P00244342,M,26-35,0,B,3,0.0,11,,,4613
334341,1003521,P00175042,M,26-35,0,B,3,0.0,8,,,6118
334342,1003521,P00085242,M,26-35,0,B,3,0.0,8,14.0,17.0,9843
334343,1003521,P00241142,M,26-35,0,B,3,0.0,8,,,9928
334344,1003521,P00175942,M,26-35,0,B,3,0.0,8,,,7830
334345,1003521,P00246142,M,26-35,0,B,3,0.0,1,15.0,17.0,15454
334346,1003521,P00273442,M,26-35,0,B,3,0.0,12,14.0,17.0,1080
334347,1003521,P00111842,M,26-35,0,B,3,0.0,8,,,7870
334348,1003521,P00210942,M,26-35,0,B,3,0.0,5,12.0,,5227
334349,1003521,P00085442,M,26-35,0,B,3,0.0,12,14.0,,1057
334350,1003521,P00199842,M,26-35,0,B,3,0.0,16,,,12179
334351,1003521,P00114142,M,26-35,0,B,3,0.0,8,,,7849
334352,1003521,P00288342,M,26-35,0,B,3,0.0,8,,,8122
334353,1003521,P00352142,M,26-35,0,B,3,0.0,1,6.0,16.0,15292
334354,1003521,P00120742,M,26-35,0,B,3,0.0,8,12.0,17.0,5825
334355,1003521,P00282042,M,26-35,0,B,3,0.0,5,15.0,,5187
334580,1003550,P00080342,M,26-35,5,B,0,1.0,1,6.0,8.0,19252
334581,1003550,P00113242,M,26-35,5,B,0,1.0,1,6.0,8.0,19580
334582,1003550,P00362342,M,26-35,5,B,0,1.0,5,,,7047
334583,1003550,P00355142,M,26-35,5,B,0,1.0,1,15.0,,15364
334584,1003550,P00117942,M,26-35,5,B,0,1.0,5,15.0,,7138
334585,1003550,P0097242,M,26-35,5,B,0,1.0,1,16.0,,15265
334586,1003550,P00146442,M,26-35,5,B,0,1.0,8,,,3957
334587,1003550,P00001642,M,26-35,5,B,0,1.0,8,16.0,,9722
334588,1003550,P00042842,M,26-35,5,B,0,1.0,5,,,6859
334589,1003550,P00010242,M,26-35,5,B,0,1.0,5,,,5279
334590,1003550,P00208342,M,26-35,5,B,0,1.0,1,16.0,,15232
334591,1003550,P00303242,M,26-35,5,B,0,1.0,5,8.0,,5443
334592,1003550,P00145942,M,26-35,5,B,0,1.0,6,8.0,13.0,12596
334593,1003550,P00010942,M,26-35,5,B,0,1.0,1,2.0,6.0,15605
334594,1003550,P00222842,M,26-35,5,B,0,1.0,8,,,6042
334595,1003550,P00057442,M,26-35,5,B,0,1.0,5,14.0,16.0,5294
334596,1003550,P00103042,M,26-35,5,B,0,1.0,1,14.0,,15835
334597,1003550,P00359342,M,26-35,5,B,0,1.0,11,,,4641
334598,1003550,P00365142,M,26-35,5,B,0,1.0,6,16.0,,16248
334599,1003550,P00310242,M,26-35,5,B,0,1.0,7,,,16749
334600,1003550,P00208142,M,26-35,5,B,0,1.0,8,,,6029
334601,1003550,P00221942,M,26-35,5,B,0,1.0,1,8.0,,11755
334689,1003567,P00274042,M,26-35,14,C,1,1.0,1,,,15891
334690,1003567,P00116542,M,26-35,14,C,1,1.0,5,17.0,,7095
334848,1003591,P00356742,M,36-45,6,C,1,0.0,5,,,5323
334849,1003591,P00149342,M,36-45,6,C,1,0.0,13,16.0,,951
334850,1003591,P00223942,M,36-45,6,C,1,0.0,5,8.0,,8888
334851,1003591,P00003242,M,36-45,6,C,1,0.0,8,15.0,,7864
334852,1003591,P00046142,M,36-45,6,C,1,0.0,1,16.0,,11483
334853,1003591,P00029242,M,36-45,6,C,1,0.0,8,,,5991
334854,1003591,P00270942,M,36-45,6,C,1,0.0,1,2.0,15.0,19168
334855,1003591,P00147742,M,36-45,6,C,1,0.0,1,16.0,,3911
334856,1003591,P00161542,M,36-45,6,C,1,0.0,2,15.0,16.0,9659
334857,1003591,P00018142,M,36-45,6,C,1,0.0,5,,,5402
335028,1003618,P00277642,M,55+,17,A,4+,0.0,2,3.0,10.0,10102
335029,1003618,P00047942,M,55+,17,A,4+,0.0,5,13.0,,6946
335030,1003618,P00348742,M,55+,17,A,4+,0.0,16,,,12815
335031,1003618,P00057642,M,55+,17,A,4+,0.0,1,15.0,16.0,12084
335032,1003618,P00327342,M,55+,17,A,4+,0.0,16,,,12339
335033,1003618,P00298542,M,55+,17,A,4+,0.0,16,,,12837
335034,1003618,P00036442,M,55+,17,A,4+,0.0,16,,,16425
335035,1003618,P00344542,M,55+,17,A,4+,0.0,16,,,12501
335036,1003618,P00215442,M,55+,17,A,4+,0.0,15,16.0,,8853
335037,1003618,P00070342,M,55+,17,A,4+,0.0,1,2.0,14.0,11577
335038,1003618,P00253742,M,55+,17,A,4+,0.0,1,16.0,,11370
335039,1003618,P00250342,M,55+,17,A,4+,0.0,16,,,12342
335040,1003618,P00194142,M,55+,17,A,4+,0.0,11,16.0,,3133
335041,1003618,P00344242,M,55+,17,A,4+,0.0,8,10.0,,6107
335042,1003618,P00115342,M,55+,17,A,4+,0.0,5,8.0,14.0,5363
335043,1003618,P00178242,M,55+,17,A,4+,0.0,8,,,5983
335044,1003618,P00115642,M,55+,17,A,4+,0.0,8,14.0,,7868
335045,1003618,P00114142,M,55+,17,A,4+,0.0,8,,,5892
335046,1003618,P00279942,M,55+,17,A,4+,0.0,8,,,4255
335047,1003618,P00284742,M,55+,17,A,4+,0.0,5,12.0,,6911
335048,1003618,P00188442,M,55+,17,A,4+,0.0,5,7.0,,7139
335049,1003618,P00326942,M,55+,17,A,4+,0.0,5,14.0,,5395
335050,1003618,P00192842,M,55+,17,A,4+,0.0,5,14.0,,5429
335051,1003618,P00184642,M,55+,17,A,4+,0.0,8,14.0,,5872
335052,1003618,P00194542,M,55+,17,A,4+,0.0,8,14.0,,4249
335053,1003618,P00052642,M,55+,17,A,4+,0.0,5,14.0,,7076
335054,1003618,P00326242,M,55+,17,A,4+,0.0,2,18.0,,9551
335055,1003618,P00271442,M,55+,17,A,4+,0.0,18,,,2368
335056,1003618,P00325542,M,55+,17,A,4+,0.0,18,,,2320
335057,1003618,P00128142,M,55+,17,A,4+,0.0,1,5.0,18.0,12050
335058,1003618,P00248942,M,55+,17,A,4+,0.0,1,6.0,14.0,7638
335059,1003618,P00048142,M,55+,17,A,4+,0.0,1,16.0,,11452
335060,1003618,P00277842,M,55+,17,A,4+,0.0,1,,,11614
335061,1003618,P00048042,M,55+,17,A,4+,0.0,1,6.0,8.0,11761
335062,1003618,P00148542,M,55+,17,A,4+,0.0,1,16.0,17.0,11474
335063,1003618,P00295042,M,55+,17,A,4+,0.0,1,8.0,,11738
335064,1003618,P00345742,M,55+,17,A,4+,0.0,1,2.0,15.0,11406
335065,1003618,P00218442,M,55+,17,A,4+,0.0,1,,,11818
335066,1003618,P00129042,M,55+,17,A,4+,0.0,1,11.0,,8153
335067,1003618,P00016842,M,55+,17,A,4+,0.0,1,2.0,15.0,11874
335068,1003618,P00221942,M,55+,17,A,4+,0.0,1,8.0,,11928
335069,1003618,P00001542,M,55+,17,A,4+,0.0,1,2.0,14.0,11920
335070,1003618,P00304542,M,55+,17,A,4+,0.0,1,5.0,,8190
335071,1003618,P00130342,M,55+,17,A,4+,0.0,6,8.0,,12442
335072,1003618,P00081442,M,55+,17,A,4+,0.0,6,,,8704
335073,1003618,P00063842,M,55+,17,A,4+,0.0,6,16.0,,8138
335074,1003618,P00186642,M,55+,17,A,4+,0.0,2,4.0,15.0,9574
335075,1003618,P00120842,M,55+,17,A,4+,0.0,8,17.0,,5839
335076,1003618,P00253542,M,55+,17,A,4+,0.0,8,,,8137
335077,1003618,P00317842,M,55+,17,A,4+,0.0,8,,,6156
335078,1003618,P00178942,M,55+,17,A,4+,0.0,5,8.0,,5242
335079,1003618,P00289642,M,55+,17,A,4+,0.0,8,,,6096
335080,1003618,P00148742,M,55+,17,A,4+,0.0,8,17.0,,6161
335081,1003618,P00357142,M,55+,17,A,4+,0.0,8,,,5952
335082,1003618,P00019242,M,55+,17,A,4+,0.0,8,,,6070
335083,1003618,P00147842,M,55+,17,A,4+,0.0,8,,,5829
335084,1003618,P00222742,M,55+,17,A,4+,0.0,8,16.0,,6033
335085,1003618,P00234742,M,55+,17,A,4+,0.0,8,,,5869
335086,1003618,P00222342,M,55+,17,A,4+,0.0,8,14.0,,4217
335087,1003618,P00000142,M,55+,17,A,4+,0.0,3,4.0,5.0,5431
335088,1003618,P00356742,M,55+,17,A,4+,0.0,5,,,5337
335089,1003618,P00181842,M,55+,17,A,4+,0.0,11,,,6083
335090,1003618,P00063342,M,55+,17,A,4+,0.0,1,2.0,9.0,12053
335196,1003632,P00048942,M,51-55,11,C,4+,0.0,1,4.0,,8335
335197,1003632,P00250242,M,51-55,11,C,4+,0.0,5,,,7066
335251,1003644,P0093742,F,26-35,11,A,2,0.0,6,,,20651
335779,1003709,P00289242,M,26-35,12,C,3,1.0,1,8.0,,11462
335780,1003709,P00148842,M,26-35,12,C,3,1.0,6,8.0,16.0,16118
335781,1003709,P00220442,M,26-35,12,C,3,1.0,5,14.0,,8641
335782,1003709,P00010242,M,26-35,12,C,3,1.0,5,,,5474
335783,1003709,P00074242,M,26-35,12,C,3,1.0,5,,,6885
335784,1003709,P00110842,M,26-35,12,C,3,1.0,1,2.0,5.0,19256
335785,1003709,P00258742,M,26-35,12,C,3,1.0,5,,,8872
335786,1003709,P00336942,M,26-35,12,C,3,1.0,5,,,5439
335787,1003709,P00223142,M,26-35,12,C,3,1.0,5,,,7112
335788,1003709,P00228142,M,26-35,12,C,3,1.0,5,,,5337
335789,1003709,P00253142,M,26-35,12,C,3,1.0,1,2.0,5.0,7840
335790,1003709,P00360242,M,26-35,12,C,3,1.0,5,,,5409
335791,1003709,P00181642,M,26-35,12,C,3,1.0,11,16.0,,3078
335956,1003729,P00120242,M,18-25,4,A,2,0.0,8,,,9856
335957,1003729,P00027342,M,18-25,4,A,2,0.0,8,,,8136
335958,1003729,P00157542,M,18-25,4,A,2,0.0,8,14.0,,5946
335959,1003729,P00188442,M,18-25,4,A,2,0.0,5,7.0,,8640
335960,1003729,P00303042,M,18-25,4,A,2,0.0,5,,,8805
335961,1003729,P00211042,M,18-25,4,A,2,0.0,5,,,8639
335962,1003729,P00238542,M,18-25,4,A,2,0.0,5,14.0,,2001
335963,1003729,P00182542,M,18-25,4,A,2,0.0,5,11.0,,3548
335964,1003729,P00223542,M,18-25,4,A,2,0.0,1,8.0,17.0,4263
335965,1003729,P00253042,M,18-25,4,A,2,0.0,8,,,5870
335966,1003729,P0099442,M,18-25,4,A,2,0.0,6,8.0,,19940
335967,1003729,P00194042,M,18-25,4,A,2,0.0,8,11.0,,6175
335968,1003729,P00187442,M,18-25,4,A,2,0.0,2,4.0,5.0,6778
335969,1003729,P00325742,M,18-25,4,A,2,0.0,2,9.0,,6652
335970,1003729,P00085342,M,18-25,4,A,2,0.0,10,13.0,,19190
335971,1003729,P00237542,M,18-25,4,A,2,0.0,1,15.0,16.0,11691
335972,1003729,P00146742,M,18-25,4,A,2,0.0,1,13.0,14.0,11469
335973,1003729,P00120342,M,18-25,4,A,2,0.0,5,17.0,,8815
336017,1003741,P00112142,M,26-35,0,C,1,0.0,1,2.0,14.0,15342
336018,1003741,P00208342,M,26-35,0,C,1,0.0,1,16.0,,15355
336019,1003741,P00303242,M,26-35,0,C,1,0.0,5,8.0,,5293
336020,1003741,P00141542,M,26-35,0,C,1,0.0,5,,,6868
336021,1003741,P00144642,M,26-35,0,C,1,0.0,1,15.0,16.0,15723
336022,1003741,P00193542,M,26-35,0,C,1,0.0,1,2.0,,11557
336023,1003741,P00182642,M,26-35,0,C,1,0.0,2,4.0,9.0,9909
336024,1003741,P00253142,M,26-35,0,C,1,0.0,1,2.0,5.0,11736
336025,1003741,P00102342,M,26-35,0,C,1,0.0,8,14.0,17.0,7863
336026,1003741,P00242042,M,26-35,0,C,1,0.0,8,14.0,,8108
336411,1003799,P00114942,M,18-25,0,C,4+,1.0,1,15.0,16.0,15318
336412,1003799,P00339842,M,18-25,0,C,4+,1.0,1,14.0,15.0,11737
336413,1003799,P00110842,M,18-25,0,C,4+,1.0,1,2.0,5.0,19643
336414,1003799,P00287142,M,18-25,0,C,4+,1.0,5,,,5361
336434,1003806,P00197942,M,18-25,4,A,4+,0.0,6,11.0,,4588
336435,1003806,P00112642,M,18-25,4,A,4+,0.0,1,2.0,5.0,19057
336436,1003806,P00266142,M,18-25,4,A,4+,0.0,5,11.0,,5201
336437,1003806,P00244842,M,18-25,4,A,4+,0.0,11,,,3184
336438,1003806,P00155442,M,18-25,4,A,4+,0.0,1,11.0,15.0,11379
336439,1003806,P00019142,M,18-25,4,A,4+,0.0,11,15.0,,5940
336440,1003806,P00123442,M,18-25,4,A,4+,0.0,5,11.0,,5274
336441,1003806,P00192742,M,18-25,4,A,4+,0.0,11,16.0,,4519
336442,1003806,P00180042,M,18-25,4,A,4+,0.0,11,,,4541
336443,1003806,P00123242,M,18-25,4,A,4+,0.0,11,,,1527
336528,1003812,P00057642,M,36-45,17,B,0,0.0,1,15.0,16.0,15770
336529,1003812,P00226342,M,36-45,17,B,0,0.0,11,15.0,,6124
336530,1003812,P00233542,M,36-45,17,B,0,0.0,1,15.0,,15440
336531,1003812,P00345642,M,36-45,17,B,0,1.0,1,15.0,16.0,8245
336532,1003812,P00255842,M,36-45,17,B,0,0.0,16,,,20257
336533,1003812,P00278642,M,36-45,17,B,0,0.0,5,,,7151
336934,1003851,P00105142,M,26-35,12,A,0,0.0,1,2.0,15.0,15171
337133,1003888,P00177742,M,46-50,17,C,0,0.0,8,,,8094
337134,1003888,P00112542,M,46-50,17,C,0,0.0,1,11.0,15.0,7896
337213,1003901,P00173242,M,18-25,14,C,0,0.0,5,,,5254
337214,1003901,P00240042,M,18-25,14,C,0,0.0,5,,,6907
337215,1003901,P00294242,M,18-25,14,C,0,0.0,4,5.0,,2851
337318,1003921,P00102442,M,26-35,14,C,2,0.0,8,,,7952
337319,1003921,P00334242,M,26-35,14,C,2,0.0,1,8.0,,15694
337481,1003944,P00227142,F,36-45,16,C,1,1.0,5,,,8689
337560,1003956,P00352842,M,26-35,0,C,4+,1.0,2,6.0,15.0,16017
337581,1003959,P00086442,F,46-50,1,C,1,0.0,8,13.0,15.0,4126
337582,1003959,P00334442,F,46-50,1,C,1,0.0,8,,,6123
337742,1003984,P00276642,M,26-35,7,C,1,0.0,8,11.0,,2005
337743,1003984,P00057642,M,26-35,7,C,1,0.0,1,15.0,16.0,15659
337744,1003984,P0098342,M,26-35,7,C,1,0.0,1,2.0,,15726
337745,1003984,P00002142,M,26-35,7,C,1,0.0,1,5.0,8.0,7622
337746,1003984,P00169742,M,26-35,7,C,1,0.0,1,8.0,15.0,11847
338244,1004042,P00118642,M,36-45,15,B,3,0.0,1,8.0,14.0,15500
338245,1004042,P00299942,M,36-45,15,B,3,0.0,8,,,3966
338246,1004042,P00001042,M,36-45,15,B,3,0.0,1,2.0,16.0,12067
338247,1004042,P00208742,M,36-45,15,B,3,0.0,1,6.0,16.0,15287
338248,1004042,P00278242,M,36-45,15,B,3,0.0,1,,,11730
338249,1004042,P00112342,M,36-45,15,B,3,0.0,13,16.0,,954
338250,1004042,P00216042,M,36-45,15,B,3,0.0,5,8.0,,7058
338251,1004042,P00192542,M,36-45,15,B,3,0.0,1,2.0,9.0,11731
338252,1004042,P00230942,M,36-45,15,B,3,0.0,5,14.0,,5212
338253,1004042,P00324742,M,36-45,15,B,3,0.0,2,9.0,14.0,9886
338254,1004042,P00005042,M,36-45,15,B,3,0.0,6,16.0,,20152
338255,1004042,P00214842,M,36-45,15,B,3,0.0,14,,,11231
338256,1004042,P00135142,M,36-45,15,B,3,0.0,13,16.0,,557
338257,1004042,P00366542,M,36-45,15,B,3,0.0,5,,,5443
338267,1004048,P0099842,F,36-45,1,B,1,1.0,5,12.0,14.0,8665
338268,1004048,P00176842,F,36-45,1,B,1,1.0,12,14.0,,1384
338269,1004048,P00090942,F,36-45,1,B,1,1.0,1,2.0,14.0,19546
338270,1004048,P00085442,F,36-45,1,B,1,1.0,12,14.0,,1748
338271,1004048,P00289342,F,36-45,1,B,1,1.0,5,8.0,14.0,5170
338272,1004048,P00157542,F,36-45,1,B,1,1.0,8,14.0,,7874
338273,1004048,P00144242,F,36-45,1,B,1,1.0,5,14.0,,8838
338274,1004048,P00192042,F,36-45,1,B,1,1.0,5,9.0,14.0,8845
338275,1004048,P00119542,F,36-45,1,B,1,1.0,8,14.0,,8053
338276,1004048,P00067942,F,36-45,1,B,1,1.0,5,14.0,,7070
338277,1004048,P00110942,F,36-45,1,B,1,1.0,1,2.0,,15253
338278,1004048,P00010742,F,36-45,1,B,1,1.0,1,8.0,17.0,15541
338279,1004048,P00140742,F,36-45,1,B,1,1.0,1,15.0,,15670
338280,1004048,P00127642,F,36-45,1,B,1,1.0,1,2.0,15.0,15686
338281,1004048,P00186142,F,36-45,1,B,1,1.0,1,2.0,4.0,15628
338282,1004048,P00221942,F,36-45,1,B,1,1.0,1,8.0,,15180
338283,1004048,P00101442,F,36-45,1,B,1,1.0,2,8.0,,16297
338284,1004048,P00295942,F,36-45,1,B,1,1.0,2,5.0,15.0,13074
338285,1004048,P00227842,F,36-45,1,B,1,1.0,2,5.0,,16369
338286,1004048,P00282142,F,36-45,1,B,1,1.0,3,4.0,,13266
338287,1004048,P00192242,F,36-45,1,B,1,1.0,3,4.0,5.0,13596
338288,1004048,P00183742,F,36-45,1,B,1,1.0,4,5.0,18.0,2740
338289,1004048,P00191142,F,36-45,1,B,1,1.0,4,15.0,,2174
338290,1004048,P00185842,F,36-45,1,B,1,1.0,4,5.0,15.0,2138
338291,1004048,P00145842,F,36-45,1,B,1,1.0,4,5.0,,3493
338292,1004048,P00260042,F,36-45,1,B,1,1.0,5,8.0,,7107
338293,1004048,P00281542,F,36-45,1,B,1,1.0,5,,,8858
338294,1004048,P00221542,F,36-45,1,B,1,1.0,5,15.0,,8876
338295,1004048,P00266442,F,36-45,1,B,1,1.0,5,,,7045
338296,1004048,P00315842,F,36-45,1,B,1,1.0,5,,,7038
338297,1004048,P00214342,F,36-45,1,B,1,1.0,5,,,3431
338298,1004048,P00115942,F,36-45,1,B,1,1.0,8,17.0,,9752
338299,1004048,P00205142,F,36-45,1,B,1,1.0,8,,,7796
338300,1004048,P00206342,F,36-45,1,B,1,1.0,5,8.0,,6936
338301,1004048,P00007342,F,36-45,1,B,1,1.0,8,14.0,,9831
338302,1004048,P00184342,F,36-45,1,B,1,1.0,8,,,2013
338303,1004048,P00126642,F,36-45,1,B,1,1.0,8,,,8083
338304,1004048,P0097942,F,36-45,1,B,1,1.0,8,14.0,,7835
338305,1004048,P00149342,F,36-45,1,B,1,1.0,13,16.0,,562
338306,1004048,P00183042,F,36-45,1,B,1,1.0,15,16.0,,12922
338397,1004057,P00112142,M,36-45,6,C,1,0.0,1,2.0,14.0,15344
338398,1004057,P00339342,M,36-45,6,C,1,0.0,1,,,11410
338429,1004062,P00340642,M,26-35,7,C,1,0.0,5,,,5283
338430,1004062,P00337742,M,26-35,7,C,1,0.0,5,14.0,,6854
338431,1004062,P00296142,M,26-35,7,C,1,0.0,5,,,5332
338432,1004062,P00332242,M,26-35,7,C,1,0.0,1,16.0,,15435
338433,1004062,P00328142,M,26-35,7,C,1,0.0,8,16.0,,8117
338434,1004062,P00158242,M,26-35,7,C,1,0.0,6,8.0,,8134
338435,1004062,P00172842,M,26-35,7,C,1,0.0,3,4.0,,10680
338436,1004062,P00169142,M,26-35,7,C,1,0.0,5,8.0,,3666
338437,1004062,P00303342,M,26-35,7,C,1,0.0,1,16.0,,15272
338438,1004062,P00234742,M,26-35,7,C,1,0.0,8,,,7985
338439,1004062,P00026742,M,26-35,7,C,1,0.0,8,11.0,,5975
338440,1004062,P00031942,M,26-35,7,C,1,0.0,11,,,6108
338441,1004062,P00193242,M,26-35,7,C,1,0.0,6,8.0,,16481
338442,1004062,P00166342,M,26-35,7,C,1,0.0,8,16.0,,3879
338500,1004069,P00350442,M,36-45,15,C,1,0.0,2,3.0,15.0,16381
338711,1004097,P00130642,M,26-35,7,C,3,0.0,11,16.0,,7421
338712,1004097,P00265242,M,26-35,7,C,3,0.0,5,8.0,,8646
338713,1004097,P00114442,M,26-35,7,C,3,0.0,5,6.0,,7001
338978,1004141,P00208742,M,36-45,17,B,2,1.0,1,6.0,16.0,12035
338979,1004141,P00155042,M,36-45,17,B,2,1.0,6,16.0,,16288
338980,1004141,P00116742,M,36-45,17,B,2,1.0,11,,,6025
338981,1004141,P00062742,M,36-45,17,B,2,1.0,8,17.0,,7902
338982,1004141,P00127442,M,36-45,17,B,2,1.0,1,2.0,15.0,11657
338983,1004141,P00266942,M,36-45,17,B,2,1.0,8,13.0,14.0,7900
338984,1004141,P00270242,M,36-45,17,B,2,1.0,8,,,9996
339859,1004302,P00242342,M,51-55,1,C,1,1.0,8,,,7931
339860,1004302,P00150542,M,51-55,1,C,1,1.0,5,,,7092
339861,1004302,P00247042,M,51-55,1,C,1,1.0,5,14.0,,7113
339862,1004302,P00016042,M,51-55,1,C,1,1.0,1,16.0,,15497
339863,1004302,P00158042,M,51-55,1,C,1,1.0,8,,,7823
339864,1004302,P00327042,M,51-55,1,C,1,1.0,8,,,9868
339865,1004302,P00073842,M,51-55,1,C,1,1.0,1,15.0,17.0,15257
339866,1004302,P00140242,M,51-55,1,C,1,1.0,14,,,11037
339867,1004302,P00196442,M,51-55,1,C,1,1.0,5,,,8796
339868,1004302,P00227142,M,51-55,1,C,1,1.0,5,,,5356
339869,1004302,P00228242,M,51-55,1,C,1,1.0,8,,,7854
339870,1004302,P00127742,M,51-55,1,C,1,1.0,1,2.0,15.0,15395
339871,1004302,P00243842,M,51-55,1,C,1,1.0,8,,,6186
339872,1004302,P00173042,M,51-55,1,C,1,1.0,13,15.0,16.0,775
339913,1004310,P00102642,M,26-35,4,C,2,1.0,4,8.0,9.0,2069
339914,1004310,P00014542,M,26-35,4,C,2,1.0,8,,,6096
339915,1004310,P00150342,M,26-35,4,C,2,1.0,8,14.0,,9856
339916,1004310,P00102242,M,26-35,4,C,2,1.0,8,12.0,,9779
339917,1004310,P00047842,M,26-35,4,C,2,1.0,8,,,8037
339918,1004310,P00028442,M,26-35,4,C,2,1.0,1,8.0,16.0,12086
339919,1004310,P0009842,M,26-35,4,C,2,1.0,8,16.0,,6102
339920,1004310,P00283942,M,26-35,4,C,2,1.0,5,,,8895
339921,1004310,P00174442,M,26-35,4,C,2,1.0,5,,,7182
339922,1004310,P00149342,M,26-35,4,C,2,1.0,13,16.0,,941
339923,1004310,P00334242,M,26-35,4,C,2,1.0,1,8.0,,19032
339924,1004310,P00256842,M,26-35,4,C,2,1.0,5,,,3493
339925,1004310,P00355142,M,26-35,4,C,2,1.0,1,15.0,,11844
339926,1004310,P00325242,M,26-35,4,C,2,1.0,16,,,12587
339970,1004315,P00298442,M,18-25,4,C,2,0.0,16,,,20336
339971,1004315,P00015342,M,18-25,4,C,2,0.0,2,4.0,,13234
339972,1004315,P00035542,M,18-25,4,C,2,0.0,3,4.0,12.0,13224
340125,1004341,P00338442,M,36-45,17,C,1,0.0,1,16.0,,15366
340266,1004354,P00216042,M,36-45,14,B,2,0.0,5,8.0,,5277
340267,1004354,P00311542,M,36-45,14,B,2,0.0,5,,,8899
340268,1004354,P00339942,M,36-45,14,B,2,0.0,1,,,15212
340269,1004354,P00352942,M,36-45,14,B,2,0.0,1,2.0,,11809
340270,1004354,P00127642,M,36-45,14,B,2,0.0,1,2.0,15.0,19700
340271,1004354,P00357042,M,36-45,14,B,2,0.0,5,,,8839
340272,1004354,P00304042,M,36-45,14,B,2,0.0,5,,,8676
340273,1004354,P00359042,M,36-45,14,B,2,0.0,2,8.0,14.0,9775
340274,1004354,P00218342,M,36-45,14,B,2,0.0,5,,,8837
340275,1004354,P00282042,M,36-45,14,B,2,0.0,5,15.0,,8836
340276,1004354,P00258242,M,36-45,14,B,2,0.0,5,,,1899
340277,1004354,P00221042,M,36-45,14,B,2,0.0,1,17.0,,15209
340278,1004354,P00220342,M,36-45,14,B,2,0.0,5,,,7047
340279,1004354,P00057342,M,36-45,14,B,2,0.0,4,5.0,,759
340280,1004354,P00006242,M,36-45,14,B,2,0.0,5,,,7134
340281,1004354,P00032442,M,36-45,14,B,2,0.0,5,,,5305
340282,1004354,P00187342,M,36-45,14,B,2,0.0,4,5.0,15.0,783
340283,1004354,P00080342,M,36-45,14,B,2,0.0,1,6.0,8.0,19437
